small_sigma,big_sigma,threshold_abs,min_distance,min_net_intensity_p90,min_net_intensity_mean,precision,recall,f1,tp,fp,fn,count_mae,annotated_frames,balanced_score
1.2,9.0,21.5,7,30.0,10.0,0.9578392621870883,0.7902173913043479,0.8659916617033948,727,32,193,16.1,10,0.8498916617033948
1.2,9.0,22.0,5,24.0,9.0,0.9578392621870883,0.7902173913043479,0.8659916617033948,727,32,193,16.1,10,0.8498916617033948
1.2,9.0,22.0,5,26.0,9.0,0.9578392621870883,0.7902173913043479,0.8659916617033948,727,32,193,16.1,10,0.8498916617033948
1.2,9.0,22.0,5,28.0,9.0,0.9578392621870883,0.7902173913043479,0.8659916617033948,727,32,193,16.1,10,0.8498916617033948
1.2,9.0,22.0,5,29.0,9.0,0.9578392621870883,0.7902173913043479,0.8659916617033948,727,32,193,16.1,10,0.8498916617033948
1.2,9.0,21.5,7,31.0,8.0,0.9398976982097187,0.7989130434782609,0.8636897767332551,735,47,185,13.8,10,0.849889776733255
1.2,11.0,21.5,5,32.0,9.0,0.9398976982097187,0.7989130434782609,0.8636897767332551,735,47,185,13.8,10,0.849889776733255
1.2,11.0,21.5,5,33.0,9.0,0.9398976982097187,0.7989130434782609,0.8636897767332551,735,47,185,13.8,10,0.849889776733255
1.2,11.0,22.0,5,24.0,8.0,0.9398976982097187,0.7989130434782609,0.8636897767332551,735,47,185,13.8,10,0.849889776733255
1.2,11.0,22.0,5,26.0,8.0,0.9398976982097187,0.7989130434782609,0.8636897767332551,735,47,185,13.8,10,0.849889776733255
1.2,11.0,22.0,5,28.0,8.0,0.9398976982097187,0.7989130434782609,0.8636897767332551,735,47,185,13.8,10,0.849889776733255
1.2,11.0,22.0,5,29.0,8.0,0.9398976982097187,0.7989130434782609,0.8636897767332551,735,47,185,13.8,10,0.849889776733255
1.0,9.0,21.5,4,30.0,10.0,0.892271662763466,0.8282608695652174,0.8590755355129651,762,92,158,9.2,10,0.8498755355129651
1.0,7.0,22.0,4,30.0,11.0,0.9296482412060302,0.8043478260869565,0.8624708624708626,740,56,180,12.6,10,0.8498708624708626
1.0,11.0,22.0,7,30.0,11.0,0.9296482412060302,0.8043478260869565,0.8624708624708626,740,56,180,12.6,10,0.8498708624708626
1.2,11.0,19.5,5,30.0,9.0,0.8765571913929785,0.841304347826087,0.8585690515806988,774,109,146,8.7,10,0.8498690515806988
1.2,9.0,20.0,4,29.0,9.0,0.8892773892773893,0.8293478260869566,0.8582677165354331,763,95,157,8.4,10,0.8498677165354331
1.2,7.0,19.5,6,30.0,9.0,0.8903150525087514,0.8293478260869566,0.8587507034327517,763,94,157,8.9,10,0.8498507034327517
1.0,7.0,22.0,4,33.0,10.0,0.9103030303030303,0.816304347826087,0.8607449856733524,751,74,169,10.9,10,0.8498449856733524
1.2,9.0,21.5,7,30.0,8.0,0.9375796178343949,0.8,0.8633431085043989,736,49,184,13.5,10,0.8498431085043989
1.2,11.0,18.0,5,33.0,12.0,0.9375796178343949,0.8,0.8633431085043989,736,49,184,13.5,10,0.8498431085043989
1.2,11.0,21.5,4,31.0,9.0,0.9375796178343949,0.8,0.8633431085043989,736,49,184,13.5,10,0.8498431085043989
1.0,7.0,20.0,6,33.0,11.0,0.9114077669902912,0.816304347826087,0.8612385321100917,751,73,169,11.4,10,0.8498385321100917
1.2,7.0,19.5,4,31.0,12.0,0.9553805774278216,0.7913043478260869,0.8656361474435197,728,34,192,15.8,10,0.8498361474435197
1.2,7.0,19.5,4,32.0,12.0,0.9553805774278216,0.7913043478260869,0.8656361474435197,728,34,192,15.8,10,0.8498361474435197
1.2,7.0,21.0,7,30.0,11.0,0.9716981132075472,0.783695652173913,0.8676293622141997,721,21,199,17.8,10,0.8498293622141997
1.0,9.0,21.0,4,33.0,10.0,0.8923976608187134,0.8293478260869566,0.859718309859155,763,92,157,9.9,10,0.849818309859155
1.0,11.0,22.0,4,31.0,10.0,0.8961038961038961,0.825,0.8590831918505942,759,88,161,9.3,10,0.8497831918505943
1.0,11.0,22.0,4,32.0,10.0,0.8961038961038961,0.825,0.8590831918505942,759,88,161,9.3,10,0.8497831918505943
1.0,7.0,20.0,6,31.0,10.0,0.874859075535513,0.8434782608695652,0.8588821250691754,776,111,144,9.1,10,0.8497821250691754
1.2,9.0,22.0,4,31.0,10.0,0.9691275167785235,0.7847826086956522,0.8672672672672672,722,23,198,17.5,10,0.8497672672672673
1.2,9.0,22.0,4,32.0,10.0,0.9691275167785235,0.7847826086956522,0.8672672672672672,722,23,198,17.5,10,0.8497672672672673
1.2,9.0,22.0,4,33.0,10.0,0.9691275167785235,0.7847826086956522,0.8672672672672672,722,23,198,17.5,10,0.8497672672672673
1.0,11.0,21.0,6,29.0,11.0,0.9144254278728606,0.8130434782608695,0.860759493670886,748,70,172,11.0,10,0.849759493670886
1.0,11.0,21.0,4,29.0,10.0,0.8811428571428571,0.8380434782608696,0.8590529247910863,771,104,149,9.3,10,0.8497529247910863
1.2,7.0,20.0,5,30.0,9.0,0.899880810488677,0.8206521739130435,0.8584422967595224,755,84,165,8.7,10,0.8497422967595224
1.2,9.0,19.5,4,31.0,12.0,0.9505208333333334,0.7934782608695652,0.8649289099526066,730,38,190,15.2,10,0.8497289099526066
1.2,9.0,19.5,4,32.0,12.0,0.9505208333333334,0.7934782608695652,0.8649289099526066,730,38,190,15.2,10,0.8497289099526066
1.0,7.0,21.0,7,31.0,10.0,0.8962264150943396,0.8260869565217391,0.8597285067873303,760,88,160,10.0,10,0.8497285067873303
1.0,7.0,21.0,7,32.0,10.0,0.8962264150943396,0.8260869565217391,0.8597285067873303,760,88,160,10.0,10,0.8497285067873303
1.0,9.0,21.5,7,33.0,11.0,0.9319041614123581,0.8032608695652174,0.8628137769994162,739,54,181,13.1,10,0.8497137769994162
1.2,9.0,18.0,5,24.0,12.0,0.9319041614123581,0.8032608695652174,0.8628137769994162,739,54,181,13.1,10,0.8497137769994162
1.2,9.0,18.0,5,26.0,12.0,0.9319041614123581,0.8032608695652174,0.8628137769994162,739,54,181,13.1,10,0.8497137769994162
1.2,9.0,18.0,5,28.0,12.0,0.9319041614123581,0.8032608695652174,0.8628137769994162,739,54,181,13.1,10,0.8497137769994162
1.2,9.0,18.0,5,29.0,12.0,0.9319041614123581,0.8032608695652174,0.8628137769994162,739,54,181,13.1,10,0.8497137769994162
1.2,9.0,18.0,5,30.0,12.0,0.9319041614123581,0.8032608695652174,0.8628137769994162,739,54,181,13.1,10,0.8497137769994162
1.0,7.0,22.0,6,29.0,11.0,0.9307304785894207,0.8032608695652174,0.8623103850641773,739,55,181,12.6,10,0.8497103850641774
1.2,7.0,22.0,5,24.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,7.0,22.0,5,26.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,7.0,22.0,5,28.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,7.0,22.0,5,29.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,7.0,22.0,6,24.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,7.0,22.0,6,26.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,7.0,22.0,6,28.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,7.0,22.0,6,29.0,8.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.2,9.0,21.5,4,30.0,11.0,0.9665775401069518,0.7858695652173913,0.8669064748201439,723,25,197,17.2,10,0.8497064748201439
1.0,7.0,20.5,6,29.0,10.0,0.8784090909090909,0.8402173913043478,0.8588888888888888,773,107,147,9.2,10,0.8496888888888888
1.2,7.0,18.0,7,33.0,12.0,0.9481193255512321,0.7945652173913044,0.8645771732702543,731,40,189,14.9,10,0.8496771732702543
1.2,11.0,22.0,4,24.0,9.0,0.9481193255512321,0.7945652173913044,0.8645771732702543,731,40,189,14.9,10,0.8496771732702543
1.2,11.0,22.0,4,26.0,9.0,0.9481193255512321,0.7945652173913044,0.8645771732702543,731,40,189,14.9,10,0.8496771732702543
1.2,11.0,22.0,4,28.0,9.0,0.9481193255512321,0.7945652173913044,0.8645771732702543,731,40,189,14.9,10,0.8496771732702543
1.2,11.0,22.0,4,29.0,9.0,0.9481193255512321,0.7945652173913044,0.8645771732702543,731,40,189,14.9,10,0.8496771732702543
1.0,9.0,21.5,6,24.0,10.0,0.8903150525087514,0.8293478260869566,0.8587507034327517,763,94,157,9.1,10,0.8496507034327517
1.0,9.0,21.5,6,26.0,10.0,0.8903150525087514,0.8293478260869566,0.8587507034327517,763,94,157,9.1,10,0.8496507034327517
1.0,9.0,21.5,6,28.0,10.0,0.8903150525087514,0.8293478260869566,0.8587507034327517,763,94,157,9.1,10,0.8496507034327517
1.2,9.0,20.5,5,31.0,12.0,0.9640479360852197,0.7869565217391304,0.8665469778575703,724,27,196,16.9,10,0.8496469778575703
1.2,9.0,20.5,5,32.0,12.0,0.9640479360852197,0.7869565217391304,0.8665469778575703,724,27,196,16.9,10,0.8496469778575703
1.0,11.0,21.0,5,30.0,10.0,0.8828932261768083,0.8358695652173913,0.8587381351200447,769,102,151,9.1,10,0.8496381351200447
1.2,9.0,20.0,7,33.0,9.0,0.9049338146811071,0.8173913043478261,0.8589377498572245,752,79,168,9.3,10,0.8496377498572245
1.0,11.0,21.5,6,29.0,11.0,0.9175891758917589,0.8108695652173913,0.8609347951529139,746,67,174,11.3,10,0.849634795152914
1.2,11.0,19.5,4,33.0,8.0,0.8728908886389202,0.8434782608695652,0.8579325594250967,776,113,144,8.3,10,0.8496325594250967
1.2,11.0,19.5,5,24.0,9.0,0.8738738738738738,0.8434782608695652,0.8584070796460177,776,112,144,8.8,10,0.8496070796460177
1.2,11.0,19.5,5,26.0,9.0,0.8738738738738738,0.8434782608695652,0.8584070796460177,776,112,144,8.8,10,0.8496070796460177
1.2,11.0,19.5,5,28.0,9.0,0.8738738738738738,0.8434782608695652,0.8584070796460177,776,112,144,8.8,10,0.8496070796460177
1.2,9.0,19.5,4,31.0,9.0,0.8801369863013698,0.8380434782608696,0.8585746102449889,771,105,149,9.0,10,0.8495746102449889
1.2,9.0,19.5,7,24.0,10.0,0.9029940119760479,0.8195652173913044,0.8592592592592594,754,81,166,9.7,10,0.8495592592592593
1.2,9.0,19.5,7,26.0,10.0,0.9029940119760479,0.8195652173913044,0.8592592592592594,754,81,166,9.7,10,0.8495592592592593
1.2,9.0,19.5,7,28.0,10.0,0.9029940119760479,0.8195652173913044,0.8592592592592594,754,81,166,9.7,10,0.8495592592592593
1.2,11.0,19.5,6,30.0,9.0,0.8782707622298066,0.8391304347826087,0.858254585881045,772,107,148,8.7,10,0.8495545858810449
1.2,11.0,18.0,5,31.0,12.0,0.9329962073324906,0.8021739130434783,0.8626534190531854,738,53,182,13.1,10,0.8495534190531854
1.0,7.0,19.5,4,33.0,11.0,0.9051620648259304,0.8195652173913044,0.8602395892755277,754,79,166,10.7,10,0.8495395892755276
1.2,9.0,20.0,6,31.0,12.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,20.0,6,32.0,12.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,21.5,7,31.0,10.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,21.5,7,32.0,10.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,21.5,7,33.0,10.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,22.0,6,24.0,9.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,22.0,6,26.0,9.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,22.0,6,28.0,9.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,22.0,6,29.0,9.0,0.9590488771466315,0.7891304347826087,0.8658318425760286,726,31,194,16.3,10,0.8495318425760287
1.2,9.0,21.5,4,32.0,9.0,0.941025641025641,0.7978260869565217,0.8635294117647059,734,46,186,14.0,10,0.8495294117647059
1.2,9.0,21.5,4,33.0,9.0,0.941025641025641,0.7978260869565217,0.8635294117647059,734,46,186,14.0,10,0.8495294117647059
1.0,9.0,21.5,4,31.0,10.0,0.8931924882629108,0.8271739130434783,0.8589164785553047,761,91,159,9.4,10,0.8495164785553048
1.0,9.0,21.5,4,32.0,10.0,0.8931924882629108,0.8271739130434783,0.8589164785553047,761,91,159,9.4,10,0.8495164785553048
1.2,9.0,20.0,5,24.0,9.0,0.8882421420256111,0.8293478260869566,0.8577852726250703,763,96,157,8.3,10,0.8494852726250703
1.2,9.0,20.0,5,26.0,9.0,0.8882421420256111,0.8293478260869566,0.8577852726250703,763,96,157,8.3,10,0.8494852726250703
1.2,9.0,20.0,5,28.0,9.0,0.8882421420256111,0.8293478260869566,0.8577852726250703,763,96,157,8.3,10,0.8494852726250703
1.0,9.0,20.5,5,30.0,11.0,0.9113001215066828,0.8152173913043478,0.8605851979345955,750,73,170,11.1,10,0.8494851979345955
1.2,7.0,19.5,4,33.0,12.0,0.9565789473684211,0.7902173913043479,0.8654761904761905,727,33,193,16.0,10,0.8494761904761905
1.2,9.0,22.0,4,24.0,9.0,0.9565789473684211,0.7902173913043479,0.8654761904761905,727,33,193,16.0,10,0.8494761904761905
1.2,9.0,22.0,4,26.0,9.0,0.9565789473684211,0.7902173913043479,0.8654761904761905,727,33,193,16.0,10,0.8494761904761905
1.2,9.0,22.0,4,28.0,9.0,0.9565789473684211,0.7902173913043479,0.8654761904761905,727,33,193,16.0,10,0.8494761904761905
1.2,9.0,22.0,4,29.0,9.0,0.9565789473684211,0.7902173913043479,0.8654761904761905,727,33,193,16.0,10,0.8494761904761905
1.0,9.0,22.0,7,24.0,11.0,0.9284818067754078,0.8043478260869565,0.8619685497961561,740,57,180,12.5,10,0.8494685497961562
1.0,9.0,22.0,7,26.0,11.0,0.9284818067754078,0.8043478260869565,0.8619685497961561,740,57,180,12.5,10,0.8494685497961562
1.0,9.0,22.0,7,28.0,11.0,0.9284818067754078,0.8043478260869565,0.8619685497961561,740,57,180,12.5,10,0.8494685497961562
1.2,11.0,19.5,6,32.0,9.0,0.8818807339449541,0.8358695652173913,0.8582589285714286,769,103,151,8.8,10,0.8494589285714286
1.0,7.0,19.5,5,29.0,10.0,0.8642384105960265,0.8510869565217392,0.8576122672508215,783,123,137,8.2,10,0.8494122672508215
1.2,11.0,21.5,7,24.0,8.0,0.9340937896070975,0.8010869565217391,0.8624926857811585,737,52,183,13.1,10,0.8493926857811585
1.2,11.0,21.5,7,26.0,8.0,0.9340937896070975,0.8010869565217391,0.8624926857811585,737,52,183,13.1,10,0.8493926857811585
1.2,11.0,21.5,7,28.0,8.0,0.9340937896070975,0.8010869565217391,0.8624926857811585,737,52,183,13.1,10,0.8493926857811585
1.2,11.0,21.5,7,29.0,8.0,0.9340937896070975,0.8010869565217391,0.8624926857811585,737,52,183,13.1,10,0.8493926857811585
1.2,9.0,19.5,6,24.0,12.0,0.9516971279373369,0.7923913043478261,0.8647686832740215,729,37,191,15.4,10,0.8493686832740215
1.2,9.0,19.5,6,26.0,12.0,0.9516971279373369,0.7923913043478261,0.8647686832740215,729,37,191,15.4,10,0.8493686832740215
1.2,9.0,19.5,6,28.0,12.0,0.9516971279373369,0.7923913043478261,0.8647686832740215,729,37,191,15.4,10,0.8493686832740215
1.2,9.0,19.5,6,29.0,12.0,0.9516971279373369,0.7923913043478261,0.8647686832740215,729,37,191,15.4,10,0.8493686832740215
1.2,9.0,19.5,6,30.0,12.0,0.9516971279373369,0.7923913043478261,0.8647686832740215,729,37,191,15.4,10,0.8493686832740215
1.2,9.0,18.0,4,24.0,9.0,0.8429319371727748,0.875,0.8586666666666666,805,150,115,9.3,10,0.8493666666666666
1.2,9.0,18.0,4,26.0,9.0,0.8429319371727748,0.875,0.8586666666666666,805,150,115,9.3,10,0.8493666666666666
1.2,9.0,20.5,7,30.0,8.0,0.8988095238095238,0.8206521739130435,0.8579545454545455,755,85,165,8.6,10,0.8493545454545455
1.2,9.0,18.0,5,32.0,12.0,0.9329962073324906,0.8021739130434783,0.8626534190531854,738,53,182,13.3,10,0.8493534190531854
1.0,9.0,20.0,4,31.0,11.0,0.9040767386091128,0.8195652173913044,0.8597491448118586,754,80,166,10.4,10,0.8493491448118586
1.0,9.0,20.0,4,32.0,11.0,0.9040767386091128,0.8195652173913044,0.8597491448118586,754,80,166,10.4,10,0.8493491448118586
1.2,9.0,20.0,6,30.0,8.0,0.8778538812785388,0.8358695652173913,0.856347438752784,769,107,151,7.0,10,0.849347438752784
1.2,9.0,21.5,6,30.0,11.0,0.967828418230563,0.7847826086956522,0.8667466986794717,722,24,198,17.4,10,0.8493466986794718
1.2,9.0,22.0,6,24.0,10.0,0.967828418230563,0.7847826086956522,0.8667466986794717,722,24,198,17.4,10,0.8493466986794718
1.2,9.0,22.0,6,26.0,10.0,0.967828418230563,0.7847826086956522,0.8667466986794717,722,24,198,17.4,10,0.8493466986794718
1.2,9.0,22.0,6,28.0,10.0,0.967828418230563,0.7847826086956522,0.8667466986794717,722,24,198,17.4,10,0.8493466986794718
1.2,9.0,22.0,6,29.0,10.0,0.967828418230563,0.7847826086956522,0.8667466986794717,722,24,198,17.4,10,0.8493466986794718
1.0,9.0,20.0,4,29.0,11.0,0.9020310633213859,0.8206521739130435,0.8594194649971543,755,82,165,10.1,10,0.8493194649971543
1.2,7.0,18.0,6,29.0,8.0,0.8378099173553719,0.8815217391304347,0.8591101694915255,811,157,109,9.8,10,0.8493101694915255
1.0,11.0,22.0,7,29.0,10.0,0.9,0.8217391304347826,0.8590909090909091,756,84,164,9.8,10,0.8492909090909091
1.2,7.0,22.0,4,24.0,8.0,0.965287049399199,0.7858695652173913,0.8663870581186339,723,26,197,17.1,10,0.8492870581186339
1.2,7.0,22.0,4,26.0,8.0,0.965287049399199,0.7858695652173913,0.8663870581186339,723,26,197,17.1,10,0.8492870581186339
1.2,7.0,22.0,4,28.0,8.0,0.965287049399199,0.7858695652173913,0.8663870581186339,723,26,197,17.1,10,0.8492870581186339
1.2,7.0,22.0,4,29.0,8.0,0.965287049399199,0.7858695652173913,0.8663870581186339,723,26,197,17.1,10,0.8492870581186339
1.0,11.0,21.0,5,31.0,10.0,0.8837744533947065,0.8347826086956521,0.858580212409167,768,101,152,9.3,10,0.8492802124091671
1.0,11.0,21.0,5,32.0,10.0,0.8837744533947065,0.8347826086956521,0.858580212409167,768,101,152,9.3,10,0.8492802124091671
1.2,11.0,19.5,4,33.0,9.0,0.8837744533947065,0.8347826086956521,0.858580212409167,768,101,152,9.3,10,0.8492802124091671
1.0,7.0,19.5,5,32.0,11.0,0.901072705601907,0.8217391304347826,0.8595793064241045,756,83,164,10.3,10,0.8492793064241045
1.0,9.0,21.0,5,24.0,10.0,0.8818807339449541,0.8358695652173913,0.8582589285714286,769,103,151,9.0,10,0.8492589285714286
1.0,9.0,21.0,5,26.0,10.0,0.8818807339449541,0.8358695652173913,0.8582589285714286,769,103,151,9.0,10,0.8492589285714286
1.0,9.0,21.0,5,28.0,10.0,0.8818807339449541,0.8358695652173913,0.8582589285714286,769,103,151,9.0,10,0.8492589285714286
1.0,7.0,19.5,4,30.0,11.0,0.8990498812351544,0.8228260869565217,0.859250851305335,757,85,163,10.0,10,0.849250851305335
1.2,11.0,20.5,4,31.0,12.0,0.9627659574468085,0.7869565217391304,0.8660287081339713,724,28,196,16.8,10,0.8492287081339712
1.2,11.0,20.5,4,32.0,12.0,0.9627659574468085,0.7869565217391304,0.8660287081339713,724,28,196,16.8,10,0.8492287081339712
1.0,7.0,21.5,7,24.0,11.0,0.92625,0.8054347826086956,0.8616279069767442,741,59,179,12.4,10,0.8492279069767442
1.0,7.0,21.5,7,26.0,11.0,0.92625,0.8054347826086956,0.8616279069767442,741,59,179,12.4,10,0.8492279069767442
1.0,7.0,21.5,7,28.0,11.0,0.92625,0.8054347826086956,0.8616279069767442,741,59,179,12.4,10,0.8492279069767442
1.0,9.0,21.5,7,29.0,11.0,0.92625,0.8054347826086956,0.8616279069767442,741,59,179,12.4,10,0.8492279069767442
1.2,9.0,21.5,7,24.0,9.0,0.944516129032258,0.7956521739130434,0.863716814159292,732,43,188,14.5,10,0.8492168141592921
1.2,9.0,21.5,7,26.0,9.0,0.944516129032258,0.7956521739130434,0.863716814159292,732,43,188,14.5,10,0.8492168141592921
1.2,9.0,21.5,7,28.0,9.0,0.944516129032258,0.7956521739130434,0.863716814159292,732,43,188,14.5,10,0.8492168141592921
1.2,9.0,21.5,7,29.0,9.0,0.944516129032258,0.7956521739130434,0.863716814159292,732,43,188,14.5,10,0.8492168141592921
1.2,11.0,22.0,6,31.0,8.0,0.944516129032258,0.7956521739130434,0.863716814159292,732,43,188,14.5,10,0.8492168141592921
1.2,7.0,18.0,6,24.0,8.0,0.8348717948717949,0.8847826086956522,0.8591029023746702,814,161,106,9.9,10,0.8492029023746702
1.2,7.0,18.0,6,26.0,8.0,0.8348717948717949,0.8847826086956522,0.8591029023746702,814,161,106,9.9,10,0.8492029023746702
1.2,7.0,18.0,6,28.0,8.0,0.8348717948717949,0.8847826086956522,0.8591029023746702,814,161,106,9.9,10,0.8492029023746702
1.0,9.0,20.0,6,30.0,11.0,0.9050480769230769,0.8184782608695652,0.8595890410958905,753,79,167,10.4,10,0.8491890410958906
1.0,7.0,20.0,6,30.0,11.0,0.9061371841155235,0.8184782608695652,0.8600799543118217,753,78,167,10.9,10,0.8491799543118217
1.0,9.0,19.5,5,33.0,11.0,0.9061371841155235,0.8184782608695652,0.8600799543118217,753,78,167,10.9,10,0.8491799543118217
1.2,9.0,20.0,6,33.0,12.0,0.9602649006622517,0.7880434782608695,0.8656716417910448,725,30,195,16.5,10,0.8491716417910449
1.2,11.0,22.0,5,31.0,8.0,0.9421593830334191,0.7967391304347826,0.8633686690223793,733,45,187,14.2,10,0.8491686690223793
1.2,11.0,22.0,6,30.0,8.0,0.9421593830334191,0.7967391304347826,0.8633686690223793,733,45,187,14.2,10,0.8491686690223793
1.2,11.0,18.0,7,24.0,10.0,0.8754246885617214,0.8402173913043478,0.8574597892401552,773,110,147,8.3,10,0.8491597892401552
1.2,11.0,18.0,7,26.0,10.0,0.8754246885617214,0.8402173913043478,0.8574597892401552,773,110,147,8.3,10,0.8491597892401552
1.2,11.0,18.0,7,28.0,10.0,0.8754246885617214,0.8402173913043478,0.8574597892401552,773,110,147,8.3,10,0.8491597892401552
1.0,7.0,22.0,5,29.0,10.0,0.9029940119760479,0.8195652173913044,0.8592592592592594,754,81,166,10.1,10,0.8491592592592594
1.2,9.0,20.0,5,30.0,8.0,0.875995449374289,0.8369565217391305,0.8560311284046693,770,109,150,6.9,10,0.8491311284046693
1.0,9.0,22.0,7,24.0,10.0,0.9009546539379475,0.8206521739130435,0.8589306029579068,755,83,165,9.8,10,0.8491306029579068
1.0,9.0,22.0,7,26.0,10.0,0.9009546539379475,0.8206521739130435,0.8589306029579068,755,83,165,9.8,10,0.8491306029579068
1.0,9.0,22.0,7,28.0,10.0,0.9009546539379475,0.8206521739130435,0.8589306029579068,755,83,165,9.8,10,0.8491306029579068
1.2,11.0,22.0,5,30.0,8.0,0.939820742637644,0.7978260869565217,0.8630217519106409,734,47,186,13.9,10,0.8491217519106409
1.2,9.0,22.0,5,30.0,9.0,0.9577836411609498,0.7891304347826087,0.8653158522050061,726,32,194,16.2,10,0.8491158522050061
1.0,7.0,22.0,4,31.0,11.0,0.929559748427673,0.8032608695652174,0.8618075801749271,739,56,181,12.7,10,0.849107580174927
1.0,7.0,22.0,4,32.0,11.0,0.929559748427673,0.8032608695652174,0.8618075801749271,739,56,181,12.7,10,0.849107580174927
1.0,11.0,22.0,7,31.0,11.0,0.929559748427673,0.8032608695652174,0.8618075801749271,739,56,181,12.7,10,0.849107580174927
1.0,11.0,22.0,7,32.0,11.0,0.929559748427673,0.8032608695652174,0.8618075801749271,739,56,181,12.7,10,0.849107580174927
1.2,11.0,20.0,4,32.0,9.0,0.8872093023255814,0.8293478260869566,0.857303370786517,763,97,157,8.2,10,0.849103370786517
1.2,9.0,18.0,6,33.0,12.0,0.9375,0.7989130434782609,0.8626760563380281,735,49,185,13.6,10,0.8490760563380282
1.0,11.0,22.0,7,29.0,11.0,0.9273182957393483,0.8043478260869565,0.861466821885914,740,58,180,12.4,10,0.849066821885914
1.2,7.0,19.5,5,29.0,9.0,0.8863109048723898,0.8304347826086956,0.8574635241301909,764,98,156,8.4,10,0.8490635241301909
1.2,9.0,22.0,5,32.0,8.0,0.9553219448094612,0.7902173913043479,0.8649613325401547,727,34,193,15.9,10,0.8490613325401547
1.2,9.0,22.0,5,33.0,8.0,0.9553219448094612,0.7902173913043479,0.8649613325401547,727,34,193,15.9,10,0.8490613325401547
1.0,11.0,20.0,5,33.0,11.0,0.9081015719467956,0.816304347826087,0.8597595878649112,751,76,169,10.7,10,0.8490595878649112
1.0,11.0,20.5,5,30.0,11.0,0.9081015719467956,0.816304347826087,0.8597595878649112,751,76,169,10.7,10,0.8490595878649112
1.0,11.0,21.0,4,30.0,10.0,0.8818807339449541,0.8358695652173913,0.8582589285714286,769,103,151,9.2,10,0.8490589285714286
1.2,7.0,18.0,6,31.0,8.0,0.8427672955974843,0.8739130434782608,0.8580576307363929,804,150,116,9.0,10,0.8490576307363928
1.2,7.0,21.0,7,31.0,11.0,0.97165991902834,0.782608695652174,0.8669476219145094,720,21,200,17.9,10,0.8490476219145093
1.2,7.0,21.0,7,32.0,11.0,0.97165991902834,0.782608695652174,0.8669476219145094,720,21,200,17.9,10,0.8490476219145093
1.2,7.0,21.0,7,33.0,11.0,0.97165991902834,0.782608695652174,0.8669476219145094,720,21,200,17.9,10,0.8490476219145093
1.0,9.0,21.5,7,29.0,10.0,0.8970414201183432,0.8239130434782609,0.8589235127478754,758,87,162,9.9,10,0.8490235127478754
1.0,7.0,20.5,6,32.0,10.0,0.8810068649885584,0.8369565217391305,0.8584169453734672,770,104,150,9.4,10,0.8490169453734673
1.2,9.0,20.0,6,30.0,9.0,0.8909730363423212,0.8260869565217391,0.8573040045121264,760,93,160,8.3,10,0.8490040045121264
1.0,11.0,21.5,5,24.0,11.0,0.9143206854345165,0.8119565217391305,0.8601036269430052,747,70,173,11.1,10,0.8490036269430052
1.0,11.0,21.5,5,26.0,11.0,0.9143206854345165,0.8119565217391305,0.8601036269430052,747,70,173,11.1,10,0.8490036269430052
1.0,11.0,21.5,5,28.0,11.0,0.9143206854345165,0.8119565217391305,0.8601036269430052,747,70,173,11.1,10,0.8490036269430052
1.0,7.0,20.5,6,30.0,10.0,0.879133409350057,0.8380434782608696,0.8580968280467446,771,106,149,9.1,10,0.8489968280467446
1.0,7.0,22.0,4,33.0,11.0,0.9329113924050633,0.8010869565217391,0.8619883040935673,737,53,183,13.0,10,0.8489883040935673
1.2,7.0,22.0,5,31.0,8.0,0.9690860215053764,0.783695652173913,0.8665865384615384,721,23,199,17.6,10,0.8489865384615385
