small_sigma,big_sigma,threshold_abs,min_distance,min_net_intensity_p90,min_net_intensity_mean,precision,recall,f1,tp,fp,fn,count_mae,annotated_frames,balanced_score
1.0,9.0,21.5,5,26.0,13.0,0.9745042492917847,0.7478260869565218,0.8462484624846248,688,18,232,21.4,10,0.8248484624846248
1.0,9.0,21.5,5,28.0,13.0,0.9745042492917847,0.7478260869565218,0.8462484624846248,688,18,232,21.4,10,0.8248484624846248
1.0,9.0,21.5,5,29.0,13.0,0.9745042492917847,0.7478260869565218,0.8462484624846248,688,18,232,21.4,10,0.8248484624846248
1.0,9.0,21.5,5,30.0,13.0,0.9745042492917847,0.7478260869565218,0.8462484624846248,688,18,232,21.4,10,0.8248484624846248
1.2,9.0,19.5,6,31.0,13.0,0.9745042492917847,0.7478260869565218,0.8462484624846248,688,18,232,21.4,10,0.8248484624846248
1.2,9.0,19.5,6,32.0,13.0,0.9745042492917847,0.7478260869565218,0.8462484624846248,688,18,232,21.4,10,0.8248484624846248
1.2,9.0,19.5,6,33.0,13.0,0.9745042492917847,0.7478260869565218,0.8462484624846248,688,18,232,21.4,10,0.8248484624846248
1.2,11.0,18.0,7,32.0,9.0,0.834061135371179,0.8304347826086956,0.8322440087145969,764,152,156,7.4,10,0.824844008714597
1.0,9.0,20.5,5,31.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,9.0,20.5,5,32.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,9.0,20.5,5,33.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,9.0,21.0,5,24.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,9.0,21.0,5,26.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,9.0,21.0,5,28.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,9.0,21.0,5,29.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,9.0,21.0,5,30.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,11.0,20.5,5,31.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,11.0,20.5,5,32.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,11.0,20.5,5,33.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,11.0,21.0,5,31.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,11.0,21.0,5,32.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,11.0,21.0,5,33.0,13.0,0.9717912552891397,0.7489130434782608,0.8459177409453652,689,20,231,21.1,10,0.8248177409453652
1.0,7.0,20.5,5,31.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,7.0,20.5,5,32.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,7.0,20.5,5,33.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,9.0,20.0,6,24.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,9.0,20.0,6,26.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,9.0,20.0,6,28.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,9.0,20.0,6,29.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,9.0,20.0,6,30.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.2,7.0,18.0,7,31.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.2,7.0,18.0,7,32.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.2,7.0,18.0,7,33.0,13.0,0.9691011235955056,0.75,0.8455882352941176,690,22,230,20.8,10,0.8247882352941176
1.0,11.0,20.0,4,24.0,13.0,0.9664335664335665,0.7510869565217392,0.8452599388379205,691,24,229,20.5,10,0.8247599388379205
1.0,11.0,20.0,4,26.0,13.0,0.9664335664335665,0.7510869565217392,0.8452599388379205,691,24,229,20.5,10,0.8247599388379205
1.0,11.0,20.0,4,28.0,13.0,0.9664335664335665,0.7510869565217392,0.8452599388379205,691,24,229,20.5,10,0.8247599388379205
1.0,11.0,20.0,4,29.0,13.0,0.9664335664335665,0.7510869565217392,0.8452599388379205,691,24,229,20.5,10,0.8247599388379205
1.0,11.0,20.0,4,30.0,13.0,0.9664335664335665,0.7510869565217392,0.8452599388379205,691,24,229,20.5,10,0.8247599388379205
1.2,9.0,18.0,7,31.0,13.0,0.9664335664335665,0.7510869565217392,0.8452599388379205,691,24,229,20.5,10,0.8247599388379205
1.2,9.0,18.0,7,32.0,13.0,0.9664335664335665,0.7510869565217392,0.8452599388379205,691,24,229,20.5,10,0.8247599388379205
1.0,9.0,21.5,4,28.0,8.0,0.8171368861024033,0.85,0.8332445391582313,782,175,138,8.5,10,0.8247445391582313
1.0,9.0,19.5,4,31.0,13.0,0.9637883008356546,0.7521739130434782,0.8449328449328449,692,26,228,20.2,10,0.8247328449328449
1.0,9.0,19.5,4,32.0,13.0,0.9637883008356546,0.7521739130434782,0.8449328449328449,692,26,228,20.2,10,0.8247328449328449
1.0,11.0,19.5,5,24.0,13.0,0.9637883008356546,0.7521739130434782,0.8449328449328449,692,26,228,20.2,10,0.8247328449328449
1.0,11.0,19.5,5,26.0,13.0,0.9637883008356546,0.7521739130434782,0.8449328449328449,692,26,228,20.2,10,0.8247328449328449
1.0,11.0,19.5,5,28.0,13.0,0.9637883008356546,0.7521739130434782,0.8449328449328449,692,26,228,20.2,10,0.8247328449328449
1.0,11.0,19.5,5,29.0,13.0,0.9637883008356546,0.7521739130434782,0.8449328449328449,692,26,228,20.2,10,0.8247328449328449
1.0,11.0,19.5,5,30.0,13.0,0.9637883008356546,0.7521739130434782,0.8449328449328449,692,26,228,20.2,10,0.8247328449328449
1.0,9.0,20.0,5,26.0,8.0,0.789778206364513,0.8902173913043478,0.8369954011241696,819,218,101,12.3,10,0.8246954011241696
1.0,11.0,19.5,6,28.0,9.0,0.8058645096056622,0.866304347826087,0.8349921424829754,797,192,123,10.3,10,0.8246921424829754
1.2,11.0,18.0,6,30.0,8.0,0.8081632653061225,0.8608695652173913,0.8336842105263158,792,188,128,9.0,10,0.8246842105263158
1.0,7.0,20.5,4,29.0,8.0,0.8032128514056225,0.8695652173913043,0.8350730688935281,800,196,120,10.4,10,0.8246730688935281
1.0,9.0,19.5,5,32.0,9.0,0.8145077720207254,0.8543478260869565,0.8339522546419098,786,179,134,9.3,10,0.8246522546419098
1.2,11.0,18.0,7,24.0,9.0,0.8249733191035219,0.8402173913043478,0.8325255788906838,773,164,147,7.9,10,0.8246255788906838
1.0,11.0,21.5,4,31.0,8.0,0.821353065539112,0.8445652173913043,0.832797427652733,777,169,143,8.2,10,0.824597427652733
1.0,9.0,21.0,6,32.0,9.0,0.8366228070175439,0.8293478260869566,0.8329694323144105,763,149,157,8.4,10,0.8245694323144105
1.0,7.0,18.0,4,24.0,10.0,0.82,0.8467391304347827,0.8331550802139037,779,171,141,8.6,10,0.8245550802139037
1.0,7.0,18.0,4,26.0,10.0,0.82,0.8467391304347827,0.8331550802139037,779,171,141,8.6,10,0.8245550802139037
1.0,7.0,20.5,4,33.0,8.0,0.82,0.8467391304347827,0.8331550802139037,779,171,141,8.6,10,0.8245550802139037
1.0,9.0,19.5,6,28.0,9.0,0.8058645096056622,0.866304347826087,0.8349921424829754,797,192,123,10.5,10,0.8244921424829754
1.2,9.0,20.5,4,31.0,13.0,0.978601997146933,0.7456521739130435,0.8463911165946946,686,15,234,21.9,10,0.8244911165946945
1.2,9.0,20.5,4,32.0,13.0,0.978601997146933,0.7456521739130435,0.8463911165946946,686,15,234,21.9,10,0.8244911165946945
1.2,9.0,20.5,4,33.0,13.0,0.978601997146933,0.7456521739130435,0.8463911165946946,686,15,234,21.9,10,0.8244911165946945
1.0,7.0,20.5,4,32.0,8.0,0.8117283950617284,0.8576086956521739,0.8340380549682876,789,183,131,9.6,10,0.8244380549682876
1.0,7.0,18.0,6,28.0,10.0,0.8220338983050848,0.8434782608695652,0.8326180257510729,776,168,144,8.2,10,0.8244180257510729
1.0,7.0,20.0,4,30.0,8.0,0.7974308300395256,0.8771739130434782,0.8354037267080744,807,205,113,11.0,10,0.8244037267080744
1.0,7.0,21.0,4,31.0,13.0,0.9704225352112676,0.7489130434782608,0.845398773006135,689,21,231,21.0,10,0.824398773006135
1.0,7.0,21.0,4,32.0,13.0,0.9704225352112676,0.7489130434782608,0.845398773006135,689,21,231,21.0,10,0.824398773006135
1.0,7.0,21.0,4,33.0,13.0,0.9704225352112676,0.7489130434782608,0.845398773006135,689,21,231,21.0,10,0.824398773006135
1.0,7.0,20.5,7,32.0,9.0,0.8366228070175439,0.8293478260869566,0.8329694323144105,763,149,157,8.6,10,0.8243694323144104
1.0,7.0,19.5,5,33.0,9.0,0.82,0.8467391304347827,0.8331550802139037,779,171,141,8.8,10,0.8243550802139037
1.0,7.0,20.0,4,24.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,7.0,20.0,4,26.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,7.0,20.0,4,28.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,7.0,20.0,4,29.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,7.0,20.0,4,30.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,9.0,19.5,6,24.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,9.0,19.5,6,26.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,9.0,19.5,6,28.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,9.0,19.5,6,29.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,9.0,19.5,6,30.0,13.0,0.9650837988826816,0.7510869565217392,0.8447432762836187,691,25,229,20.4,10,0.8243432762836187
1.0,7.0,19.5,4,24.0,13.0,0.9624478442280946,0.7521739130434782,0.8444173276388042,692,27,228,20.1,10,0.8243173276388042
1.0,7.0,19.5,4,26.0,13.0,0.9624478442280946,0.7521739130434782,0.8444173276388042,692,27,228,20.1,10,0.8243173276388042
1.0,7.0,19.5,4,28.0,13.0,0.9624478442280946,0.7521739130434782,0.8444173276388042,692,27,228,20.1,10,0.8243173276388042
1.0,7.0,19.5,4,29.0,13.0,0.9624478442280946,0.7521739130434782,0.8444173276388042,692,27,228,20.1,10,0.8243173276388042
1.0,7.0,19.5,4,30.0,13.0,0.9624478442280946,0.7521739130434782,0.8444173276388042,692,27,228,20.1,10,0.8243173276388042
1.0,7.0,20.0,6,28.0,8.0,0.7931707317073171,0.883695652173913,0.8359897172236503,813,212,107,11.7,10,0.8242897172236503
1.2,11.0,18.0,7,30.0,9.0,0.8300865800865801,0.8336956521739131,0.8318872017353579,767,157,153,7.6,10,0.8242872017353579
1.0,7.0,20.0,4,29.0,8.0,0.7950980392156862,0.8815217391304347,0.8360824742268042,811,209,109,11.8,10,0.8242824742268041
1.0,7.0,20.0,6,26.0,8.0,0.7920310981535471,0.8858695652173914,0.8363263211903541,815,214,105,12.1,10,0.8242263211903541
1.0,7.0,21.0,5,32.0,8.0,0.8220338983050848,0.8434782608695652,0.8326180257510729,776,168,144,8.4,10,0.824218025751073
1.0,7.0,20.5,7,30.0,9.0,0.8326086956521739,0.8326086956521739,0.8326086956521739,766,154,154,8.4,10,0.8242086956521739
1.0,7.0,20.0,7,30.0,9.0,0.8251599147121536,0.841304347826087,0.8331539289558666,774,164,146,9.0,10,0.8241539289558666
1.0,9.0,20.0,4,26.0,8.0,0.7884615384615384,0.8913043478260869,0.836734693877551,820,220,100,12.6,10,0.8241346938775509
1.0,7.0,20.0,7,26.0,9.0,0.819327731092437,0.8478260869565217,0.8333333333333334,780,172,140,9.2,10,0.8241333333333334
1.0,9.0,19.5,4,32.0,9.0,0.8136645962732919,0.8543478260869565,0.8335100742311771,786,180,134,9.4,10,0.8241100742311771
1.0,7.0,21.5,7,31.0,8.0,0.833879781420765,0.8293478260869566,0.831607629427793,763,152,157,7.5,10,0.824107629427793
1.2,9.0,20.5,6,31.0,13.0,0.9799713876967096,0.7445652173913043,0.8462013588634959,685,14,235,22.1,10,0.8241013588634959
1.2,9.0,20.5,6,32.0,13.0,0.9799713876967096,0.7445652173913043,0.8462013588634959,685,14,235,22.1,10,0.8241013588634959
1.2,9.0,20.5,6,33.0,13.0,0.9799713876967096,0.7445652173913043,0.8462013588634959,685,14,235,22.1,10,0.8241013588634959
1.2,11.0,20.5,6,31.0,13.0,0.9799713876967096,0.7445652173913043,0.8462013588634959,685,14,235,22.1,10,0.8241013588634959
1.2,11.0,20.5,6,32.0,13.0,0.9799713876967096,0.7445652173913043,0.8462013588634959,685,14,235,22.1,10,0.8241013588634959
1.2,11.0,20.5,6,33.0,13.0,0.9799713876967096,0.7445652173913043,0.8462013588634959,685,14,235,22.1,10,0.8241013588634959
1.0,7.0,19.5,6,30.0,9.0,0.8102564102564103,0.8586956521739131,0.8337730870712402,790,185,130,9.7,10,0.8240730870712402
1.0,9.0,22.0,7,33.0,8.0,0.8476297968397292,0.816304347826087,0.8316722037652272,751,135,169,7.6,10,0.8240722037652272
1.0,11.0,20.5,6,33.0,9.0,0.8317046688382194,0.8326086956521739,0.8321564367191743,766,155,154,8.1,10,0.8240564367191743
1.0,9.0,21.0,6,29.0,9.0,0.8309859154929577,0.8336956521739131,0.8323385784047749,767,156,153,8.3,10,0.8240385784047749
1.0,9.0,21.5,5,31.0,13.0,0.9744680851063829,0.7467391304347826,0.8455384615384615,687,18,233,21.5,10,0.8240384615384615
1.0,9.0,21.5,5,32.0,13.0,0.9744680851063829,0.7467391304347826,0.8455384615384615,687,18,233,21.5,10,0.8240384615384615
1.0,9.0,21.5,5,33.0,13.0,0.9744680851063829,0.7467391304347826,0.8455384615384615,687,18,233,21.5,10,0.8240384615384615
1.0,7.0,21.0,6,31.0,8.0,0.8198103266596417,0.8456521739130435,0.8325307651150347,778,171,142,8.5,10,0.8240307651150347
1.0,9.0,21.5,7,29.0,9.0,0.8452914798206278,0.8195652173913044,0.8322295805739516,754,138,166,8.2,10,0.8240295805739516
1.0,9.0,20.0,5,33.0,8.0,0.8119834710743802,0.8543478260869565,0.8326271186440678,786,182,134,8.6,10,0.8240271186440677
1.0,7.0,21.0,6,24.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,7.0,21.0,6,26.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,7.0,21.0,6,28.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,7.0,21.0,6,29.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,7.0,21.0,6,30.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,9.0,21.0,5,31.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,9.0,21.0,5,32.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,9.0,21.0,5,33.0,13.0,0.9717514124293786,0.7478260869565218,0.8452088452088452,688,20,232,21.2,10,0.8240088452088452
1.0,9.0,18.0,5,30.0,10.0,0.8230277185501066,0.8391304347826087,0.8310010764262649,772,166,148,7.0,10,0.8240010764262649
1.0,9.0,20.0,6,31.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,9.0,20.0,6,32.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,9.0,20.0,6,33.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,9.0,20.5,4,24.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,9.0,20.5,4,26.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,9.0,20.5,4,28.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,9.0,20.5,4,29.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,9.0,20.5,4,30.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,20.5,4,24.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,20.5,4,26.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,20.5,4,28.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,20.5,4,29.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,20.5,4,30.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,21.0,4,24.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,21.0,4,26.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,21.0,4,28.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,21.0,4,29.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,11.0,21.0,4,30.0,13.0,0.9690576652601969,0.7489130434782608,0.8448804414469651,689,22,231,20.9,10,0.823980441446965
1.0,7.0,20.5,4,24.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,7.0,20.5,4,26.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,7.0,20.5,4,28.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,7.0,20.5,4,29.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,7.0,20.5,4,30.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,11.0,20.0,4,31.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,11.0,20.0,4,32.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,11.0,20.0,4,33.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.2,9.0,18.0,7,33.0,13.0,0.9663865546218487,0.75,0.8445532435740514,690,24,230,20.6,10,0.8239532435740514
1.0,11.0,18.0,5,29.0,10.0,0.8209745762711864,0.842391304347826,0.8315450643776823,775,169,145,7.6,10,0.8239450643776822
1.0,9.0,19.5,4,33.0,13.0,0.9637377963737797,0.7510869565217392,0.8442272449602932,691,26,229,20.3,10,0.8239272449602932
1.0,11.0,19.5,5,31.0,13.0,0.9637377963737797,0.7510869565217392,0.8442272449602932,691,26,229,20.3,10,0.8239272449602932
1.0,11.0,19.5,5,32.0,13.0,0.9637377963737797,0.7510869565217392,0.8442272449602932,691,26,229,20.3,10,0.8239272449602932
1.0,11.0,19.5,5,33.0,13.0,0.9637377963737797,0.7510869565217392,0.8442272449602932,691,26,229,20.3,10,0.8239272449602932
1.0,9.0,20.5,6,31.0,9.0,0.82409381663113,0.8402173913043478,0.8320775026910656,773,165,147,8.2,10,0.8238775026910656
1.0,7.0,18.0,6,24.0,10.0,0.8211640211640212,0.8434782608695652,0.8321715817694371,776,169,144,8.3,10,0.8238715817694371
1.0,7.0,18.0,6,26.0,10.0,0.8211640211640212,0.8434782608695652,0.8321715817694371,776,169,144,8.3,10,0.8238715817694371
1.0,9.0,20.0,7,26.0,9.0,0.8176100628930818,0.8478260869565217,0.8324439701173959,780,174,140,8.6,10,0.8238439701173959
1.0,11.0,21.5,6,29.0,8.0,0.8176100628930818,0.8478260869565217,0.8324439701173959,780,174,140,8.6,10,0.8238439701173959
1.0,11.0,19.5,5,29.0,9.0,0.806910569105691,0.8630434782608696,0.8340336134453782,794,190,126,10.2,10,0.8238336134453782
1.0,7.0,19.5,4,33.0,9.0,0.8191377497371188,0.8467391304347827,0.8327097808658472,779,172,141,8.9,10,0.8238097808658472
1.0,11.0,19.5,4,29.0,9.0,0.8062880324543611,0.8641304347826086,0.8342077649527807,795,191,125,10.4,10,0.8238077649527807
1.0,9.0,22.0,7,29.0,8.0,0.8320610687022901,0.8293478260869566,0.8307022318998367,763,154,157,6.9,10,0.8238022318998367
1.0,9.0,20.0,6,28.0,8.0,0.7910592808551993,0.8847826086956522,0.8353001539250899,814,215,106,11.5,10,0.82380015392509
1.0,9.0,19.5,6,33.0,9.0,0.821353065539112,0.8445652173913043,0.832797427652733,777,169,143,9.0,10,0.823797427652733
1.0,7.0,20.0,7,32.0,9.0,0.8288482238966631,0.8369565217391305,0.8328826392644673,770,159,150,9.1,10,0.8237826392644673
1.0,7.0,20.5,5,31.0,8.0,0.8079673135852911,0.8597826086956522,0.833070036861506,791,188,129,9.3,10,0.8237700368615061
1.0,11.0,18.0,4,30.0,10.0,0.821656050955414,0.841304347826087,0.8313641245972073,774,168,146,7.6,10,0.8237641245972073
1.0,11.0,21.5,6,30.0,8.0,0.819620253164557,0.8445652173913043,0.8319057815845825,777,171,143,8.2,10,0.8237057815845825
1.0,9.0,21.5,5,24.0,8.0,0.8167539267015707,0.8478260869565217,0.8320000000000001,780,175,140,8.3,10,0.8237000000000001
1.0,9.0,21.5,5,26.0,8.0,0.8167539267015707,0.8478260869565217,0.8320000000000001,780,175,140,8.3,10,0.8237000000000001
1.0,9.0,21.5,5,28.0,8.0,0.8167539267015707,0.8478260869565217,0.8320000000000001,780,175,140,8.3,10,0.8237000000000001
1.0,7.0,20.0,6,24.0,8.0,0.7912621359223301,0.8858695652173914,0.8358974358974359,815,215,105,12.2,10,0.8236974358974359
1.0,11.0,21.0,6,30.0,9.0,0.8300865800865801,0.8336956521739131,0.8318872017353579,767,157,153,8.2,10,0.8236872017353579
1.0,11.0,22.0,7,30.0,9.0,0.8527397260273972,0.8119565217391305,0.8318485523385301,747,129,173,8.2,10,0.8236485523385301
1.0,9.0,21.0,6,31.0,9.0,0.834061135371179,0.8304347826086956,0.8322440087145969,764,152,156,8.6,10,0.8236440087145969
1.0,9.0,20.0,5,24.0,8.0,0.7882579403272377,0.8902173913043478,0.8361408882082696,819,220,101,12.5,10,0.8236408882082696
1.0,9.0,19.5,5,29.0,9.0,0.806910569105691,0.8630434782608696,0.8340336134453782,794,190,126,10.4,10,0.8236336134453782
1.0,7.0,21.5,5,24.0,13.0,0.9730878186968839,0.7467391304347826,0.8450184501845017,687,19,233,21.4,10,0.8236184501845017
1.0,7.0,21.5,5,26.0,13.0,0.9730878186968839,0.7467391304347826,0.8450184501845017,687,19,233,21.4,10,0.8236184501845017
1.0,7.0,21.5,5,28.0,13.0,0.9730878186968839,0.7467391304347826,0.8450184501845017,687,19,233,21.4,10,0.8236184501845017
1.0,7.0,21.5,5,29.0,13.0,0.9730878186968839,0.7467391304347826,0.8450184501845017,687,19,233,21.4,10,0.8236184501845017
1.0,7.0,21.5,5,30.0,13.0,0.9730878186968839,0.7467391304347826,0.8450184501845017,687,19,233,21.4,10,0.8236184501845017
1.0,9.0,22.0,7,32.0,9.0,0.8571428571428571,0.808695652173913,0.8322147651006712,744,124,176,8.6,10,0.8236147651006711
1.0,9.0,19.5,4,29.0,9.0,0.8062880324543611,0.8641304347826086,0.8342077649527807,795,191,125,10.6,10,0.8236077649527807
1.0,7.0,20.0,7,24.0,9.0,0.8184679958027282,0.8478260869565217,0.832888414308596,780,173,140,9.3,10,0.823588414308596
1.2,11.0,18.0,7,28.0,9.0,0.8245989304812834,0.8380434782608696,0.831266846361186,771,164,149,7.7,10,0.8235668463611859
1.0,11.0,20.0,6,24.0,13.0,0.9676966292134831,0.7489130434782608,0.8443627450980391,689,23,231,20.8,10,0.8235627450980391
1.0,11.0,20.0,6,26.0,13.0,0.9676966292134831,0.7489130434782608,0.8443627450980391,689,23,231,20.8,10,0.8235627450980391
1.0,11.0,20.0,6,28.0,13.0,0.9676966292134831,0.7489130434782608,0.8443627450980391,689,23,231,20.8,10,0.8235627450980391
1.0,11.0,20.0,6,29.0,13.0,0.9676966292134831,0.7489130434782608,0.8443627450980391,689,23,231,20.8,10,0.8235627450980391
1.0,11.0,20.0,6,30.0,13.0,0.9676966292134831,0.7489130434782608,0.8443627450980391,689,23,231,20.8,10,0.8235627450980391
1.0,7.0,20.5,5,30.0,8.0,0.8052738336713996,0.8630434782608696,0.8331584470094439,794,192,126,9.6,10,0.8235584470094438
1.0,7.0,18.0,7,30.0,10.0,0.8299024918743229,0.8326086956521739,0.8312533912099836,766,157,154,7.7,10,0.8235533912099836
1.0,7.0,20.0,4,31.0,13.0,0.965034965034965,0.75,0.8440366972477064,690,25,230,20.5,10,0.8235366972477064
1.0,7.0,20.0,4,32.0,13.0,0.965034965034965,0.75,0.8440366972477064,690,25,230,20.5,10,0.8235366972477064
1.0,7.0,20.0,4,33.0,13.0,0.965034965034965,0.75,0.8440366972477064,690,25,230,20.5,10,0.8235366972477064
1.0,9.0,19.5,6,31.0,13.0,0.965034965034965,0.75,0.8440366972477064,690,25,230,20.5,10,0.8235366972477064
1.0,9.0,19.5,6,32.0,13.0,0.965034965034965,0.75,0.8440366972477064,690,25,230,20.5,10,0.8235366972477064
1.2,9.0,18.0,7,29.0,9.0,0.8284789644012945,0.8347826086956521,0.8316188413643747,768,159,152,8.1,10,0.8235188413643747
1.0,7.0,19.5,4,31.0,13.0,0.9623955431754875,0.7510869565217392,0.8437118437118437,691,27,229,20.2,10,0.8235118437118437
