y,x,raw_signal_mean,raw_signal_peak,raw_signal_p90,raw_background_median,net_intensity_mean,net_intensity_peak,net_intensity_p90,filtered_peak,frame,source_baseline,source_bgsub,branch_agreement,bgsub_filtered_peak,bgsub_net_intensity_p90,bgsub_net_intensity_mean,base_filtered_peak,base_net_intensity_p90,base_net_intensity_mean,candidate_id,base_prev_support,base_next_support,bg_prev_support,bg_next_support,temporal_support_sum,temporal_support_any,rescoring_score
201.0,279.0,136.83673469387756,168.0,158.20000000000002,126.0,10.83673469387756,42.0,32.20000000000002,21.1285400390625,0.0,1.0,1.0,1.0,20.53513526916504,32.20000000000002,10.83673469387756,21.1285400390625,32.20000000000002,10.83673469387756,35.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9232891041980673
202.0,171.0,141.30612244897958,207.0,173.2,119.0,22.30612244897958,88.0,54.19999999999999,41.123111724853516,0.0,1.0,1.0,1.0,41.123111724853516,54.19999999999999,22.30612244897958,40.93452453613281,54.19999999999999,22.30612244897958,36.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9969463109746788
206.0,245.0,144.81632653061226,182.0,173.2,117.5,27.31632653061226,64.5,55.69999999999999,38.465553283691406,0.0,1.0,1.0,1.0,38.37178421020508,55.69999999999999,27.31632653061226,38.465553283691406,55.69999999999999,27.31632653061226,37.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9976745561885008
207.0,301.0,129.91836734693877,169.0,156.0,120.0,9.918367346938766,49.0,36.0,22.692119598388672,0.0,1.0,1.0,1.0,22.692119598388672,36.0,9.918367346938766,21.49388885498047,36.0,9.918367346938766,38.0,0.0,1.0,0.0,1.0,2.0,1.0,0.8889560631101326
208.0,199.0,157.53061224489795,224.0,198.8,117.0,40.53061224489795,107.0,81.80000000000001,63.32853698730469,0.0,1.0,1.0,1.0,62.51430892944336,81.80000000000001,40.53061224489795,63.32853698730469,81.80000000000001,40.53061224489795,39.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999747974936306
217.0,144.0,133.40816326530611,195.0,168.2,118.0,15.408163265306115,77.0,50.19999999999999,34.386924743652344,0.0,1.0,1.0,1.0,34.386924743652344,50.19999999999999,15.408163265306115,33.281105041503906,50.19999999999999,15.408163265306115,40.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9835259448197137
219.0,200.0,144.48979591836735,196.0,175.4,119.0,25.48979591836735,77.0,56.400000000000006,38.03330993652344,0.0,1.0,1.0,1.0,37.5506591796875,56.400000000000006,25.48979591836735,38.03330993652344,56.400000000000006,25.48979591836735,41.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9976303992544152
221.0,164.0,153.81632653061226,230.0,198.0,118.0,35.81632653061226,112.0,80.0,65.41890716552734,0.0,1.0,1.0,1.0,64.99812316894531,80.0,35.81632653061226,65.41890716552734,80.0,35.81632653061226,42.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999598041689137
221.0,301.0,138.55102040816325,188.0,165.0,117.5,21.051020408163254,70.5,47.5,26.003149032592773,0.0,1.0,1.0,1.0,26.003149032592773,47.5,21.051020408163254,24.664146423339844,47.5,21.051020408163254,43.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9852455317456672
222.0,178.0,133.9387755102041,181.0,165.4,117.0,16.938775510204096,64.0,48.400000000000006,29.02696418762207,0.0,1.0,1.0,1.0,29.02696418762207,48.400000000000006,16.938775510204096,27.819473266601562,48.400000000000006,16.938775510204096,44.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9765672021347928
224.0,108.0,132.53061224489795,179.0,162.00000000000003,114.5,18.030612244897952,64.5,47.50000000000003,36.67011642456055,0.0,1.0,1.0,1.0,36.67011642456055,47.50000000000003,18.030612244897952,36.610801696777344,47.50000000000003,18.030612244897952,45.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9832544476785209
227.0,244.0,135.42857142857142,195.0,160.4,121.0,14.428571428571416,74.0,39.400000000000006,25.652664184570312,0.0,1.0,1.0,1.0,25.652664184570312,39.400000000000006,14.428571428571416,24.278076171875,39.400000000000006,14.428571428571416,46.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9646619615154127
230.0,329.0,132.91836734693877,175.0,156.0,119.0,13.918367346938766,56.0,37.0,26.122119903564453,0.0,1.0,1.0,1.0,26.122119903564453,37.0,13.918367346938766,25.941925048828125,37.0,13.918367346938766,47.0,0.0,1.0,0.0,1.0,2.0,1.0,0.945565982710592
232.0,138.0,141.51020408163265,186.0,166.60000000000002,115.0,26.51020408163265,71.0,51.60000000000002,39.66007995605469,0.0,1.0,1.0,1.0,39.306236267089844,51.60000000000002,26.51020408163265,39.66007995605469,51.60000000000002,26.51020408163265,48.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9965973329707726
233.0,234.0,137.0,196.0,165.4,119.0,18.0,77.0,46.400000000000006,33.098384857177734,0.0,1.0,1.0,1.0,33.098384857177734,46.400000000000006,18.0,32.654762268066406,46.400000000000006,18.0,49.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9871733108914005
234.0,304.0,132.71428571428572,197.0,158.4,120.5,12.214285714285722,76.5,37.900000000000006,26.068689346313477,0.0,1.0,1.0,1.0,26.068689346313477,37.900000000000006,12.214285714285722,24.86890411376953,37.900000000000006,12.214285714285722,50.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9498289937904427
238.0,282.0,137.08163265306123,184.0,173.2,118.0,19.081632653061234,66.0,55.19999999999999,32.88563537597656,0.0,1.0,1.0,1.0,32.88563537597656,55.19999999999999,19.081632653061234,31.523704528808594,55.19999999999999,19.081632653061234,51.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9901397345475604
239.0,212.0,135.81632653061226,169.0,163.2,118.0,17.81632653061226,51.0,45.19999999999999,27.150283813476562,0.0,1.0,1.0,1.0,27.150283813476562,45.19999999999999,17.81632653061226,26.65453338623047,45.19999999999999,17.81632653061226,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9753970124740484
239.0,262.0,131.16326530612244,180.0,154.8,121.0,10.16326530612244,59.0,33.80000000000001,20.957839965820312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.957839965820312,33.80000000000001,10.16326530612244,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072478761542024
242.0,178.0,136.53061224489795,181.0,160.60000000000002,119.0,17.530612244897952,62.0,41.60000000000002,27.416854858398438,0.0,1.0,1.0,1.0,27.416854858398438,41.60000000000002,17.530612244897952,26.888389587402344,41.60000000000002,17.530612244897952,54.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9746811246113003
250.0,245.0,132.9591836734694,174.0,156.2,123.0,9.959183673469397,51.0,33.19999999999999,23.434368133544922,0.0,1.0,1.0,1.0,23.434368133544922,33.19999999999999,9.959183673469397,22.829566955566406,33.19999999999999,9.959183673469397,55.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9113663044768266
251.0,159.0,135.9591836734694,177.0,162.4,120.0,15.959183673469397,57.0,42.400000000000006,26.7906494140625,0.0,1.0,1.0,1.0,26.7906494140625,42.400000000000006,15.959183673469397,26.213516235351562,42.400000000000006,15.959183673469397,56.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9699613064056671
253.0,184.0,130.26530612244898,169.0,157.0,120.0,10.265306122448976,49.0,37.0,21.30109214782715,0.0,1.0,1.0,1.0,21.30109214782715,37.0,10.265306122448976,20.190170288085938,37.0,10.265306122448976,57.0,0.0,1.0,0.0,1.0,2.0,1.0,0.8897582179735559
254.0,319.0,158.48979591836735,214.0,206.4,120.0,38.48979591836735,94.0,86.4,62.634315490722656,0.0,1.0,1.0,1.0,61.78924560546875,86.4,38.48979591836735,62.634315490722656,86.4,38.48979591836735,58.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999751769774745
255.0,353.0,129.77551020408163,192.0,160.4,119.0,10.775510204081627,73.0,41.400000000000006,31.41122817993164,0.0,1.0,1.0,1.0,31.41122817993164,41.400000000000006,10.775510204081627,30.46002197265625,41.400000000000006,10.775510204081627,59.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9528595918674438
256.0,224.0,138.18367346938774,198.0,162.0,120.0,18.18367346938774,78.0,42.0,28.412006378173828,0.0,1.0,1.0,1.0,28.412006378173828,42.0,18.18367346938774,27.467918395996094,42.0,18.18367346938774,60.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9826039568204029
257.0,195.0,130.83673469387756,186.0,165.4,120.0,10.83673469387756,66.0,45.400000000000006,25.947044372558594,0.0,1.0,1.0,1.0,25.947044372558594,45.400000000000006,10.83673469387756,24.43023681640625,45.400000000000006,10.83673469387756,61.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9639450527657284
257.0,306.0,153.9795918367347,226.0,192.60000000000002,118.0,35.9795918367347,108.0,74.60000000000002,54.81842041015625,0.0,1.0,1.0,1.0,54.34959030151367,74.60000000000002,35.9795918367347,54.81842041015625,74.60000000000002,35.9795918367347,62.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999093560676072
259.0,242.0,137.83673469387756,192.0,168.2,123.5,14.33673469387756,68.5,44.69999999999999,27.586763381958008,0.0,1.0,1.0,1.0,27.586763381958008,44.69999999999999,14.33673469387756,26.651405334472656,44.69999999999999,14.33673469387756,63.0,0.0,1.0,0.0,1.0,2.0,1.0,0.977997471164895
262.0,287.0,146.57142857142858,192.0,176.0,119.5,27.071428571428584,72.5,56.5,37.57054901123047,0.0,1.0,1.0,1.0,37.57054901123047,56.5,27.071428571428584,36.094154357910156,56.5,27.071428571428584,64.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9980502768321837
263.0,145.0,135.55102040816325,176.0,160.8,118.5,17.051020408163254,57.5,42.30000000000001,27.03326416015625,0.0,1.0,1.0,1.0,27.03326416015625,42.30000000000001,17.051020408163254,26.987571716308594,42.30000000000001,17.051020408163254,65.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9709906788237027
267.0,128.0,163.83673469387756,255.0,231.40000000000003,115.0,48.83673469387756,140.0,116.40000000000003,93.43470764160156,0.0,1.0,1.0,1.0,92.40662384033203,116.40000000000003,48.83673469387756,93.43470764160156,116.40000000000003,48.83673469387756,66.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999996373306271
267.0,265.0,153.87755102040816,229.0,192.60000000000002,119.0,34.87755102040816,110.0,73.60000000000002,57.38878631591797,0.0,1.0,1.0,1.0,57.2245979309082,73.60000000000002,34.87755102040816,57.38878631591797,73.60000000000002,34.87755102040816,67.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999155255418286
269.0,185.0,145.6530612244898,212.0,184.60000000000002,119.0,26.65306122448979,93.0,65.60000000000002,50.64759063720703,0.0,1.0,1.0,1.0,50.64759063720703,65.60000000000002,26.65306122448979,50.607337951660156,65.60000000000002,26.65306122448979,68.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9993926385762525
272.0,154.0,142.18367346938774,199.0,175.0,125.0,17.18367346938774,74.0,50.0,37.331512451171875,0.0,1.0,1.0,1.0,36.87641525268555,50.0,17.18367346938774,37.331512451171875,50.0,17.18367346938774,69.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9941469279927535
272.0,235.0,139.0408163265306,175.0,165.60000000000002,123.0,16.040816326530603,52.0,42.60000000000002,29.408246994018555,0.0,1.0,1.0,1.0,29.408246994018555,42.60000000000002,16.040816326530603,28.904510498046875,42.60000000000002,16.040816326530603,70.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9798014390487045
274.0,341.0,131.0612244897959,191.0,157.2,120.5,10.561224489795904,70.5,36.69999999999999,27.803234100341797,0.0,1.0,1.0,1.0,27.803234100341797,36.69999999999999,10.561224489795904,27.221343994140625,36.69999999999999,10.561224489795904,71.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9383334167017557
275.0,224.0,158.83673469387756,215.0,201.2,121.0,37.83673469387756,94.0,80.19999999999999,53.94111633300781,0.0,1.0,1.0,1.0,52.99543380737305,80.19999999999999,37.83673469387756,53.94111633300781,80.19999999999999,37.83673469387756,72.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999488222575296
281.0,114.0,131.75510204081633,177.0,164.0,109.0,22.755102040816325,68.0,55.0,29.748001098632812,0.0,1.0,1.0,1.0,29.748001098632812,55.0,22.755102040816325,28.771377563476562,55.0,22.755102040816325,73.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9840512084943469
285.0,229.0,168.28571428571428,255.0,225.0,120.0,48.28571428571428,135.0,105.0,79.98988342285156,0.0,1.0,1.0,1.0,78.83226776123047,105.0,48.28571428571428,79.98988342285156,105.0,48.28571428571428,74.0,0.0,1.0,0.0,1.0,2.0,1.0,0.999999159554581
286.0,213.0,154.53061224489795,220.0,190.00000000000003,120.0,34.53061224489795,100.0,70.00000000000003,51.04130554199219,0.0,1.0,1.0,1.0,50.703060150146484,70.00000000000003,34.53061224489795,51.04130554199219,70.00000000000003,34.53061224489795,75.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9998556109510526
287.0,257.0,144.53061224489795,208.0,170.60000000000002,120.0,24.530612244897952,88.0,50.60000000000002,34.851654052734375,0.0,1.0,1.0,1.0,34.851654052734375,50.60000000000002,24.530612244897952,34.753509521484375,50.60000000000002,24.530612244897952,76.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9966857740467477
287.0,291.0,132.46938775510205,175.0,160.0,120.0,12.469387755102048,55.0,40.0,21.3089599609375,0.0,1.0,1.0,1.0,21.3089599609375,40.0,12.469387755102048,20.343734741210938,40.0,12.469387755102048,77.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9283581634941604
291.0,317.0,133.53061224489795,176.0,162.4,117.0,16.530612244897952,59.0,45.400000000000006,30.28333854675293,0.0,1.0,1.0,1.0,30.28333854675293,45.400000000000006,16.530612244897952,29.521827697753906,45.400000000000006,16.530612244897952,78.0,0.0,1.0,0.0,1.0,2.0,1.0,0.973354340001167
294.0,267.0,169.44897959183675,224.0,203.0,124.0,45.448979591836746,100.0,79.0,65.79217529296875,0.0,1.0,1.0,1.0,64.29066467285156,79.0,45.448979591836746,65.79217529296875,79.0,45.448979591836746,79.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999931847000469
296.0,187.0,139.20408163265307,180.0,167.2,117.0,22.20408163265307,63.0,50.19999999999999,38.07683563232422,0.0,1.0,1.0,1.0,38.07683563232422,50.19999999999999,22.20408163265307,37.74757385253906,50.19999999999999,22.20408163265307,80.0,0.0,1.0,0.0,1.0,2.0,1.0,0.993665274037794
304.0,240.0,133.83673469387756,202.0,153.2,123.0,10.83673469387756,79.0,30.19999999999999,27.4702091217041,0.0,1.0,1.0,1.0,27.4702091217041,30.19999999999999,10.83673469387756,26.875778198242188,30.19999999999999,10.83673469387756,81.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9429797549070427
308.0,127.0,138.3265306122449,199.0,177.20000000000002,115.0,23.32653061224491,84.0,62.20000000000002,46.212738037109375,0.0,1.0,1.0,1.0,46.212738037109375,62.20000000000002,23.32653061224491,46.0928955078125,62.20000000000002,23.32653061224491,82.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9977867789556943
308.0,177.0,130.30612244897958,182.0,159.0,118.0,12.306122448979579,64.0,41.0,29.36363983154297,0.0,1.0,1.0,1.0,29.36363983154297,41.0,12.306122448979579,28.922447204589844,41.0,12.306122448979579,83.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9493000663433019
308.0,271.0,135.6326530612245,184.0,169.0,120.0,15.632653061224488,64.0,49.0,29.233545303344727,0.0,1.0,1.0,1.0,29.233545303344727,49.0,15.632653061224488,29.07160186767578,49.0,15.632653061224488,84.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9797061061067821
308.0,301.0,159.6530612244898,253.0,202.0,120.0,39.65306122448979,133.0,82.0,73.16645812988281,0.0,1.0,1.0,1.0,72.33418273925781,82.0,39.65306122448979,73.16645812988281,82.0,39.65306122448979,85.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999901493586939
315.0,233.0,145.40816326530611,204.0,173.8,117.0,28.408163265306115,87.0,56.80000000000001,46.945396423339844,0.0,1.0,1.0,1.0,46.681522369384766,56.80000000000001,28.408163265306115,46.945396423339844,56.80000000000001,28.408163265306115,86.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9989674010093376
319.0,264.0,142.6122448979592,207.0,185.8,121.0,21.612244897959187,86.0,64.80000000000001,44.232200622558594,0.0,1.0,1.0,1.0,44.232200622558594,64.80000000000001,21.612244897959187,43.83955383300781,64.80000000000001,21.612244897959187,87.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9983847823399239
328.0,292.0,166.83673469387756,255.0,236.2,117.0,49.83673469387756,138.0,119.19999999999999,92.24954223632812,0.0,1.0,1.0,1.0,91.36552429199219,119.19999999999999,49.83673469387756,92.24954223632812,119.19999999999999,49.83673469387756,88.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9999997443897163
331.0,235.0,132.51020408163265,177.0,163.2,114.0,18.51020408163265,63.0,49.19999999999999,24.608808517456055,0.0,1.0,1.0,1.0,24.608808517456055,49.19999999999999,18.51020408163265,22.281898498535156,49.19999999999999,13.938775510204081,89.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9646802179111461
